Province_State,Country_Region,Last_Update,Deaths
Michigan,US,2020-10-23 04:30:40,7464
Minnesota,US,2020-10-23 04:30:40,2354
Mississippi,US,2020-10-23 04:30:40,3231
Missouri,US,2020-10-23 04:30:40,2665
Montana,US,2020-10-23 04:30:40,278
Nebraska,US,2020-10-23 04:30:40,587
Nevada,US,2020-10-23 04:30:40,1736
New Hampshire,US,2020-10-23 04:30:40,470
New Jersey,US,2020-10-23 04:30:40,16263
New Mexico,US,2020-10-23 04:30:40,953
New York,US,2020-10-23 04:30:40,33396
North Carolina,US,2020-10-23 04:30:40,4082
North Dakota,US,2020-10-23 04:30:40,431
Northern Mariana Islands,US,2020-10-23 04:30:40,2
Ohio,US,2020-10-23 04:30:40,5161
Oklahoma,US,2020-10-23 04:30:40,1221
Oregon,US,2020-10-23 04:30:40,635
Pennsylvania,US,2020-10-23 04:30:40,8574
Puerto Rico,US,2020-10-23 04:30:40,783
Rhode Island,US,2020-10-23 04:30:40,1173
South Carolina,US,2020-10-23 04:30:40,3755
South Dakota,US,2020-10-23 04:30:40,347
Tennessee,US,2020-10-23 04:30:40,3011
Texas,US,2020-10-23 04:30:40,17659
Utah,US,2020-10-23 04:30:40,563
Vermont,US,2020-10-23 04:30:40,58
Virgin Islands,US,2020-10-23 04:30:40,21
Virginia,US,2020-10-23 04:30:40,3520
Washington,US,2020-10-23 04:30:40,2289
West Virginia,US,2020-10-23 04:30:40,420
Wisconsin,US,2020-10-23 04:30:40,1703
Wyoming,US,2020-10-23 04:30:40,68
Alabama,US,2020-10-24 04:30:33,2859
Alaska,US,2020-10-24 04:30:33,68
American Samoa,US,2020-10-24 04:30:33,0
Arizona,US,2020-10-24 04:30:33,5865
Arkansas,US,2020-10-24 04:30:33,1782
California,US,2020-10-24 04:30:33,17305
Colorado,US,2020-10-24 04:30:33,2211
Connecticut,US,2020-10-24 04:30:33,4577
Delaware,US,2020-10-24 04:30:33,678
Diamond Princess,US,2020-10-24 04:30:33,0
District of Columbia,US,2020-10-24 04:30:33,642
Florida,US,2020-10-24 04:30:33,16340
Georgia,US,2020-10-24 04:30:33,7766
Grand Princess,US,2020-10-24 04:30:33,3
Guam,US,2020-10-24 04:30:33,69
Hawaii,US,2020-10-24 04:30:33,209
Idaho,US,2020-10-24 04:30:33,562
Illinois,US,2020-10-24 04:30:33,9688
Indiana,US,2020-10-24 04:30:33,4092
Iowa,US,2020-10-24 04:30:33,1629
Kansas,US,2020-10-24 04:30:33,950
Kentucky,US,2020-10-24 04:30:33,1396
Louisiana,US,2020-10-24 04:30:33,5820
Maine,US,2020-10-24 04:30:33,146
Maryland,US,2020-10-24 04:30:33,4078
Massachusetts,US,2020-10-24 04:30:33,9830
Michigan,US,2020-10-24 04:30:33,7484
Minnesota,US,2020-10-24 04:30:33,2367
Mississippi,US,2020-10-24 04:30:33,3238
Missouri,US,2020-10-24 04:30:33,2697
Montana,US,2020-10-24 04:30:33,282
Nebraska,US,2020-10-24 04:30:33,591
Nevada,US,2020-10-24 04:30:33,1734
New Hampshire,US,2020-10-24 04:30:33,471
New Jersey,US,2020-10-24 04:30:33,16273
New Mexico,US,2020-10-24 04:30:33,960
New York,US,2020-10-24 04:30:33,33418
North Carolina,US,2020-10-24 04:30:33,4114
North Dakota,US,2020-10-24 04:30:33,440
Northern Mariana Islands,US,2020-10-24 04:30:33,2
Ohio,US,2020-10-24 04:30:33,5184
Oklahoma,US,2020-10-24 04:30:33,1234
Oregon,US,2020-10-24 04:30:33,649
Pennsylvania,US,2020-10-24 04:30:33,8608
Puerto Rico,US,2020-10-24 04:30:33,791
Rhode Island,US,2020-10-24 04:30:33,1177
South Carolina,US,2020-10-24 04:30:33,3777
South Dakota,US,2020-10-24 04:30:33,356
Tennessee,US,2020-10-24 04:30:33,3076
Texas,US,2020-10-24 04:30:33,17773
Utah,US,2020-10-24 04:30:33,567
Vermont,US,2020-10-24 04:30:33,58
Virgin Islands,US,2020-10-24 04:30:33,21
Virginia,US,2020-10-24 04:30:33,3535
Washington,US,2020-10-24 04:30:33,2296
West Virginia,US,2020-10-24 04:30:33,424
Wisconsin,US,2020-10-24 04:30:33,1745
Wyoming,US,2020-10-24 04:30:33,68
Alabama,US,2020-10-25 04:30:24,2866
Alaska,US,2020-10-25 04:30:24,68
American Samoa,US,2020-10-25 04:30:24,0
Arizona,US,2020-10-25 04:30:24,5869
Arkansas,US,2020-10-25 04:30:24,1797
California,US,2020-10-25 04:30:24,17343
Colorado,US,2020-10-25 04:30:24,2218
Connecticut,US,2020-10-25 04:30:24,4577
Delaware,US,2020-10-25 04:30:24,680
Diamond Princess,US,2020-10-25 04:30:24,0
District of Columbia,US,2020-10-25 04:30:24,642
Florida,US,2020-10-25 04:30:24,16417
Georgia,US,2020-10-25 04:30:24,7808
Grand Princess,US,2020-10-25 04:30:24,3
Guam,US,2020-10-25 04:30:24,69
Hawaii,US,2020-10-25 04:30:24,212
Idaho,US,2020-10-25 04:30:24,572
Illinois,US,2020-10-25 04:30:24,9751
Indiana,US,2020-10-25 04:30:24,4118
Iowa,US,2020-10-25 04:30:24,1634
Kansas,US,2020-10-25 04:30:24,956
Kentucky,US,2020-10-25 04:30:24,1404
Louisiana,US,2020-10-25 04:30:24,5820
Maine,US,2020-10-25 04:30:24,146
Maryland,US,2020-10-25 04:30:24,4091
Massachusetts,US,2020-10-25 04:30:24,9839
Michigan,US,2020-10-25 04:30:24,7522
Minnesota,US,2020-10-25 04:30:24,2381
Mississippi,US,2020-10-25 04:30:24,3255
Missouri,US,2020-10-25 04:30:24,2808
Montana,US,2020-10-25 04:30:24,294
Nebraska,US,2020-10-25 04:30:24,595
Nevada,US,2020-10-25 04:30:24,1739
New Hampshire,US,2020-10-25 04:30:24,473
New Jersey,US,2020-10-25 04:30:24,16281
New Mexico,US,2020-10-25 04:30:24,965
New York,US,2020-10-25 04:30:24,33418
North Carolina,US,2020-10-25 04:30:24,4144
North Dakota,US,2020-10-25 04:30:24,448
Northern Mariana Islands,US,2020-10-25 04:30:24,2
Ohio,US,2020-10-25 04:30:24,5206
Oklahoma,US,2020-10-25 04:30:24,1245
Oregon,US,2020-10-25 04:30:24,653
Pennsylvania,US,2020-10-25 04:30:24,8636
Puerto Rico,US,2020-10-25 04:30:24,794
Rhode Island,US,2020-10-25 04:30:24,1177
South Carolina,US,2020-10-25 04:30:24,3793
South Dakota,US,2020-10-25 04:30:24,366
Tennessee,US,2020-10-25 04:30:24,3100
Texas,US,2020-10-25 04:30:24,17915
Utah,US,2020-10-25 04:30:24,568
Vermont,US,2020-10-25 04:30:24,58
Virgin Islands,US,2020-10-25 04:30:24,21
Virginia,US,2020-10-25 04:30:24,3574
Washington,US,2020-10-25 04:30:24,2296
West Virginia,US,2020-10-25 04:30:24,424
Wisconsin,US,2020-10-25 04:30:24,1770
Wyoming,US,2020-10-25 04:30:24,68
Alabama,US,2020-10-26 04:30:38,2866
Alaska,US,2020-10-26 04:30:38,68
American Samoa,US,2020-10-26 04:30:38,0
Arizona,US,2020-10-26 04:30:38,5874
Arkansas,US,2020-10-26 04:30:38,1812
California,US,2020-10-26 04:30:38,17358
Colorado,US,2020-10-26 04:30:38,2223
Connecticut,US,2020-10-26 04:30:38,4577
Delaware,US,2020-10-26 04:30:38,681
Diamond Princess,US,2020-10-26 04:30:38,0
District of Columbia,US,2020-10-26 04:30:38,642
Florida,US,2020-10-26 04:30:38,16429
Georgia,US,2020-10-26 04:30:38,7809
Grand Princess,US,2020-10-26 04:30:38,3
Guam,US,2020-10-26 04:30:38,69
Hawaii,US,2020-10-26 04:30:38,212
Idaho,US,2020-10-26 04:30:38,573
Illinois,US,2020-10-26 04:30:38,9775
Indiana,US,2020-10-26 04:30:38,4130
Iowa,US,2020-10-26 04:30:38,1635
Kansas,US,2020-10-26 04:30:38,956
Kentucky,US,2020-10-26 04:30:38,1407
Louisiana,US,2020-10-26 04:30:38,5837
Maine,US,2020-10-26 04:30:38,146
Maryland,US,2020-10-26 04:30:38,4096
Massachusetts,US,2020-10-26 04:30:38,9864
Michigan,US,2020-10-26 04:30:38,7522
Minnesota,US,2020-10-26 04:30:38,2402
Mississippi,US,2020-10-26 04:30:38,3255
Missouri,US,2020-10-26 04:30:38,2820
Montana,US,2020-10-26 04:30:38,297
Nebraska,US,2020-10-26 04:30:38,596
Nevada,US,2020-10-26 04:30:38,1744
New Hampshire,US,2020-10-26 04:30:38,473
New Jersey,US,2020-10-26 04:30:38,16285
New Mexico,US,2020-10-26 04:30:38,967
New York,US,2020-10-26 04:30:38,33422
North Carolina,US,2020-10-26 04:30:38,4157
North Dakota,US,2020-10-26 04:30:38,456
Northern Mariana Islands,US,2020-10-26 04:30:38,2
Ohio,US,2020-10-26 04:30:38,5206
Oklahoma,US,2020-10-26 04:30:38,1249
Oregon,US,2020-10-26 04:30:38,653
Pennsylvania,US,2020-10-26 04:30:38,8647
Puerto Rico,US,2020-10-26 04:30:38,801
Rhode Island,US,2020-10-26 04:30:38,1177
South Carolina,US,2020-10-26 04:30:38,3802
South Dakota,US,2020-10-26 04:30:38,375
Tennessee,US,2020-10-26 04:30:38,3131
Texas,US,2020-10-26 04:30:38,17955
Utah,US,2020-10-26 04:30:38,572
Vermont,US,2020-10-26 04:30:38,58
Virgin Islands,US,2020-10-26 04:30:38,21
Virginia,US,2020-10-26 04:30:38,3575
Washington,US,2020-10-26 04:30:38,2296
West Virginia,US,2020-10-26 04:30:38,425
Wisconsin,US,2020-10-26 04:30:38,1778
Wyoming,US,2020-10-26 04:30:38,68
Alabama,US,2020-10-27 04:30:25,2866
Alaska,US,2020-10-27 04:30:25,68
American Samoa,US,2020-10-27 04:30:25,0
Arizona,US,2020-10-27 04:30:25,5875
Arkansas,US,2020-10-27 04:30:25,1833
California,US,2020-10-27 04:30:25,17386
Colorado,US,2020-10-27 04:30:25,2226
Connecticut,US,2020-10-27 04:30:25,4589
Delaware,US,2020-10-27 04:30:25,685
Diamond Princess,US,2020-10-27 04:30:25,0
District of Columbia,US,2020-10-27 04:30:25,642
Florida,US,2020-10-27 04:30:25,16449
Georgia,US,2020-10-27 04:30:25,7827
Grand Princess,US,2020-10-27 04:30:25,3
Guam,US,2020-10-27 04:30:25,75
Hawaii,US,2020-10-27 04:30:25,212
Idaho,US,2020-10-27 04:30:25,580
Illinois,US,2020-10-27 04:30:25,9792
Indiana,US,2020-10-27 04:30:25,4143
Iowa,US,2020-10-27 04:30:25,1657
Kansas,US,2020-10-27 04:30:25,969
Kentucky,US,2020-10-27 04:30:25,1410
Louisiana,US,2020-10-27 04:30:25,5854
Maine,US,2020-10-27 04:30:25,146
Maryland,US,2020-10-27 04:30:25,4099
Massachusetts,US,2020-10-27 04:30:25,9881
Michigan,US,2020-10-27 04:30:25,7552
Minnesota,US,2020-10-27 04:30:25,2406
Mississippi,US,2020-10-27 04:30:25,3263
Missouri,US,2020-10-27 04:30:25,2816
Montana,US,2020-10-27 04:30:25,303
Nebraska,US,2020-10-27 04:30:25,603
Nevada,US,2020-10-27 04:30:25,1745
New Hampshire,US,2020-10-27 04:30:25,475
New Jersey,US,2020-10-27 04:30:25,16292
New Mexico,US,2020-10-27 04:30:25,976
New York,US,2020-10-27 04:30:25,33424
North Carolina,US,2020-10-27 04:30:25,4170
North Dakota,US,2020-10-27 04:30:25,461
Northern Mariana Islands,US,2020-10-27 04:30:25,2
Ohio,US,2020-10-27 04:30:25,5217
Oklahoma,US,2020-10-27 04:30:25,1251
Oregon,US,2020-10-27 04:30:25,655
Pennsylvania,US,2020-10-27 04:30:25,8659
Puerto Rico,US,2020-10-27 04:30:25,804
Rhode Island,US,2020-10-27 04:30:25,1184
South Carolina,US,2020-10-27 04:30:25,3823
South Dakota,US,2020-10-27 04:30:25,375
Tennessee,US,2020-10-27 04:30:25,3163
Texas,US,2020-10-27 04:30:25,17978
Utah,US,2020-10-27 04:30:25,574
Vermont,US,2020-10-27 04:30:25,58
Virgin Islands,US,2020-10-27 04:30:25,21
Virginia,US,2020-10-27 04:30:25,3577
Washington,US,2020-10-27 04:30:25,2321
West Virginia,US,2020-10-27 04:30:25,426
Wisconsin,US,2020-10-27 04:30:25,1788
Wyoming,US,2020-10-27 04:30:25,77
Alabama,US,2020-10-28 04:30:37,2892
Alaska,US,2020-10-28 04:30:37,70
American Samoa,US,2020-10-28 04:30:37,0
Arizona,US,2020-10-28 04:30:37,5891
Arkansas,US,2020-10-28 04:30:37,1857
California,US,2020-10-28 04:30:37,17460
Colorado,US,2020-10-28 04:30:37,2236
Connecticut,US,2020-10-28 04:30:37,4595
Delaware,US,2020-10-28 04:30:37,686
Diamond Princess,US,2020-10-28 04:30:37,0
District of Columbia,US,2020-10-28 04:30:37,644
Florida,US,2020-10-28 04:30:37,16505
Georgia,US,2020-10-28 04:30:37,7844
Grand Princess,US,2020-10-28 04:30:37,3
Guam,US,2020-10-28 04:30:37,75
Hawaii,US,2020-10-28 04:30:37,215
Idaho,US,2020-10-28 04:30:37,585
Illinois,US,2020-10-28 04:30:37,9838
Indiana,US,2020-10-28 04:30:37,4194
Iowa,US,2020-10-28 04:30:37,1680
Kansas,US,2020-10-28 04:30:37,983
Kentucky,US,2020-10-28 04:30:37,1428
Louisiana,US,2020-10-28 04:30:37,5872
Maine,US,2020-10-28 04:30:37,146
Maryland,US,2020-10-28 04:30:37,4108
Massachusetts,US,2020-10-28 04:30:37,9888
Michigan,US,2020-10-28 04:30:37,7585
Minnesota,US,2020-10-28 04:30:37,2421
Mississippi,US,2020-10-28 04:30:37,3283
Missouri,US,2020-10-28 04:30:37,2855
Montana,US,2020-10-28 04:30:37,305
Nebraska,US,2020-10-28 04:30:37,620
Nevada,US,2020-10-28 04:30:37,1752
New Hampshire,US,2020-10-28 04:30:37,475
New Jersey,US,2020-10-28 04:30:37,16306
New Mexico,US,2020-10-28 04:30:37,980
New York,US,2020-10-28 04:30:37,33433
North Carolina,US,2020-10-28 04:30:37,4211
North Dakota,US,2020-10-28 04:30:37,476
Northern Mariana Islands,US,2020-10-28 04:30:37,2
Ohio,US,2020-10-28 04:30:37,5239
Oklahoma,US,2020-10-28 04:30:37,1273
Oregon,US,2020-10-28 04:30:37,664
Pennsylvania,US,2020-10-28 04:30:37,8683
Puerto Rico,US,2020-10-28 04:30:37,808
Rhode Island,US,2020-10-28 04:30:37,1188
South Carolina,US,2020-10-28 04:30:37,3842
South Dakota,US,2020-10-28 04:30:37,375
Tennessee,US,2020-10-28 04:30:37,3207
Texas,US,2020-10-28 04:30:37,18061
Utah,US,2020-10-28 04:30:37,578
Vermont,US,2020-10-28 04:30:37,58
Virgin Islands,US,2020-10-28 04:30:37,21
Virginia,US,2020-10-28 04:30:37,3595
Washington,US,2020-10-28 04:30:37,2337
West Virginia,US,2020-10-28 04:30:37,434
Wisconsin,US,2020-10-28 04:30:37,1852
Wyoming,US,2020-10-28 04:30:37,77
Alabama,US,2020-10-29 04:30:35,2911
Alaska,US,2020-10-29 04:30:35,71
American Samoa,US,2020-10-29 04:30:35,0
Arizona,US,2020-10-29 04:30:35,5905
Arkansas,US,2020-10-29 04:30:35,1875
California,US,2020-10-29 04:30:35,17529
Colorado,US,2020-10-29 04:30:35,2249
Connecticut,US,2020-10-29 04:30:35,4604
Delaware,US,2020-10-29 04:30:35,688
Diamond Princess,US,2020-10-29 04:30:35,0
District of Columbia,US,2020-10-29 04:30:35,644
Florida,US,2020-10-29 04:30:35,16571
Georgia,US,2020-10-29 04:30:35,7876
Grand Princess,US,2020-10-29 04:30:35,3
Guam,US,2020-10-29 04:30:35,76
Hawaii,US,2020-10-29 04:30:35,213
Idaho,US,2020-10-29 04:30:35,599
Illinois,US,2020-10-29 04:30:35,9889
Indiana,US,2020-10-29 04:30:35,4227
Iowa,US,2020-10-29 04:30:35,1691
Kansas,US,2020-10-29 04:30:35,1001
Kentucky,US,2020-10-29 04:30:35,1442
Louisiana,US,2020-10-29 04:30:35,5890
Maine,US,2020-10-29 04:30:35,146
Maryland,US,2020-10-29 04:30:35,4115
Massachusetts,US,2020-10-29 04:30:35,9924
Michigan,US,2020-10-29 04:30:35,7606
Minnesota,US,2020-10-29 04:30:35,2440
Mississippi,US,2020-10-29 04:30:35,3302
Missouri,US,2020-10-29 04:30:35,2884
Montana,US,2020-10-29 04:30:35,325
Nebraska,US,2020-10-29 04:30:35,628
Nevada,US,2020-10-29 04:30:35,1762
New Hampshire,US,2020-10-29 04:30:35,478
New Jersey,US,2020-10-29 04:30:35,16324
New Mexico,US,2020-10-29 04:30:35,991
New York,US,2020-10-29 04:30:35,33435
North Carolina,US,2020-10-29 04:30:35,4245
North Dakota,US,2020-10-29 04:30:35,488
Northern Mariana Islands,US,2020-10-29 04:30:35,2
Ohio,US,2020-10-29 04:30:35,5256
Oklahoma,US,2020-10-29 04:30:35,1286
Oregon,US,2020-10-29 04:30:35,671
Pennsylvania,US,2020-10-29 04:30:35,8707
Puerto Rico,US,2020-10-29 04:30:35,813
Rhode Island,US,2020-10-29 04:30:35,1192
South Carolina,US,2020-10-29 04:30:35,3876
South Dakota,US,2020-10-29 04:30:35,384
Tennessee,US,2020-10-29 04:30:35,3241
Texas,US,2020-10-29 04:30:35,18162
Utah,US,2020-10-29 04:30:35,588
Vermont,US,2020-10-29 04:30:35,58
Virgin Islands,US,2020-10-29 04:30:35,21
Virginia,US,2020-10-29 04:30:35,3616
Washington,US,2020-10-29 04:30:35,2353
West Virginia,US,2020-10-29 04:30:35,438
Wisconsin,US,2020-10-29 04:30:35,1897
Wyoming,US,2020-10-29 04:30:35,77
Alabama,US,2020-10-30 04:30:29,2914
Alaska,US,2020-10-30 04:30:29,77
American Samoa,US,2020-10-30 04:30:29,0
Arizona,US,2020-10-30 04:30:29,5918
Arkansas,US,2020-10-30 04:30:29,1894
California,US,2020-10-30 04:30:29,17559
Colorado,US,2020-10-30 04:30:29,2268
Connecticut,US,2020-10-30 04:30:29,4609
Delaware,US,2020-10-30 04:30:29,689
Diamond Princess,US,2020-10-30 04:30:29,0
District of Columbia,US,2020-10-30 04:30:29,645
Florida,US,2020-10-30 04:30:29,16648
Georgia,US,2020-10-30 04:30:29,7923
Grand Princess,US,2020-10-30 04:30:29,3
Guam,US,2020-10-30 04:30:29,78
Hawaii,US,2020-10-30 04:30:29,215
Idaho,US,2020-10-30 04:30:29,615
Illinois,US,2020-10-30 04:30:29,9945
Indiana,US,2020-10-30 04:30:29,4260
Iowa,US,2020-10-30 04:30:29,1705
Kansas,US,2020-10-30 04:30:29,1008
Kentucky,US,2020-10-30 04:30:29,1461
Louisiana,US,2020-10-30 04:30:29,5908
Maine,US,2020-10-30 04:30:29,146
Maryland,US,2020-10-30 04:30:29,4127
Massachusetts,US,2020-10-30 04:30:29,9951
Michigan,US,2020-10-30 04:30:29,7653
Minnesota,US,2020-10-30 04:30:29,2472
Mississippi,US,2020-10-30 04:30:29,3310
Missouri,US,2020-10-30 04:30:29,2891
Montana,US,2020-10-30 04:30:29,337
Nebraska,US,2020-10-30 04:30:29,637
Nevada,US,2020-10-30 04:30:29,1765
New Hampshire,US,2020-10-30 04:30:29,482
New Jersey,US,2020-10-30 04:30:29,16332
New Mexico,US,2020-10-30 04:30:29,994
New York,US,2020-10-30 04:30:29,33444
North Carolina,US,2020-10-30 04:30:29,4283
North Dakota,US,2020-10-30 04:30:29,499
Northern Mariana Islands,US,2020-10-30 04:30:29,2
Ohio,US,2020-10-30 04:30:29,5275
Oklahoma,US,2020-10-30 04:30:29,1306
Oregon,US,2020-10-30 04:30:29,673
Pennsylvania,US,2020-10-30 04:30:29,8743
Puerto Rico,US,2020-10-30 04:30:29,814
Rhode Island,US,2020-10-30 04:30:29,1195
South Carolina,US,2020-10-30 04:30:29,3889
South Dakota,US,2020-10-30 04:30:29,403
Tennessee,US,2020-10-30 04:30:29,3263
Texas,US,2020-10-30 04:30:29,18276
Utah,US,2020-10-30 04:30:29,598
Vermont,US,2020-10-30 04:30:29,58
Virgin Islands,US,2020-10-30 04:30:29,21
Virginia,US,2020-10-30 04:30:29,3636
Washington,US,2020-10-30 04:30:29,2359
West Virginia,US,2020-10-30 04:30:29,445
Wisconsin,US,2020-10-30 04:30:29,1948
Wyoming,US,2020-10-30 04:30:29,87
Alabama,US,2020-10-31 04:30:34,2932
Alaska,US,2020-10-31 04:30:34,81
American Samoa,US,2020-10-31 04:30:34,0
Arizona,US,2020-10-31 04:30:34,5934
Arkansas,US,2020-10-31 04:30:34,1900
California,US,2020-10-31 04:30:34,17618
Colorado,US,2020-10-31 04:30:34,2278
Connecticut,US,2020-10-31 04:30:34,4616
Delaware,US,2020-10-31 04:30:34,704
Diamond Princess,US,2020-10-31 04:30:34,0
District of Columbia,US,2020-10-31 04:30:34,646
Florida,US,2020-10-31 04:30:34,16720
Georgia,US,2020-10-31 04:30:34,7955
Grand Princess,US,2020-10-31 04:30:34,3
Guam,US,2020-10-31 04:30:34,79
Hawaii,US,2020-10-31 04:30:34,216
Idaho,US,2020-10-31 04:30:34,626
Illinois,US,2020-10-31 04:30:34,9994
Indiana,US,2020-10-31 04:30:34,4286
Iowa,US,2020-10-31 04:30:34,1714
Kansas,US,2020-10-31 04:30:34,1019
Kentucky,US,2020-10-31 04:30:34,1476
Louisiana,US,2020-10-31 04:30:34,5919
Maine,US,2020-10-31 04:30:34,146
Maryland,US,2020-10-31 04:30:34,4137
Massachusetts,US,2020-10-31 04:30:34,9975
Michigan,US,2020-10-31 04:30:34,7665
Minnesota,US,2020-10-31 04:30:34,2491
Mississippi,US,2020-10-31 04:30:34,3328
Missouri,US,2020-10-31 04:30:34,2940
Montana,US,2020-10-31 04:30:34,364
Nebraska,US,2020-10-31 04:30:34,646
Nevada,US,2020-10-31 04:30:34,1773
New Hampshire,US,2020-10-31 04:30:34,482
New Jersey,US,2020-10-31 04:30:34,16339
New Mexico,US,2020-10-31 04:30:34,1007
New York,US,2020-10-31 04:30:34,33506
North Carolina,US,2020-10-31 04:30:34,4332
North Dakota,US,2020-10-31 04:30:34,512
Northern Mariana Islands,US,2020-10-31 04:30:34,2
Ohio,US,2020-10-31 04:30:34,5291
Oklahoma,US,2020-10-31 04:30:34,1326
Oregon,US,2020-10-31 04:30:34,675
Pennsylvania,US,2020-10-31 04:30:34,8774
Puerto Rico,US,2020-10-31 04:30:34,820
Rhode Island,US,2020-10-31 04:30:34,1201
South Carolina,US,2020-10-31 04:30:34,3896
South Dakota,US,2020-10-31 04:30:34,415
Tennessee,US,2020-10-31 04:30:34,3341
Texas,US,2020-10-31 04:30:34,18385
Utah,US,2020-10-31 04:30:34,601
Vermont,US,2020-10-31 04:30:34,58
Virgin Islands,US,2020-10-31 04:30:34,21
Virginia,US,2020-10-31 04:30:34,3643
Washington,US,2020-10-31 04:30:34,2366
West Virginia,US,2020-10-31 04:30:34,453
Wisconsin,US,2020-10-31 04:30:34,1972
Wyoming,US,2020-10-31 04:30:34,87
Alabama,US,2020-11-01 04:39:05,2967
Alaska,US,2020-11-01 04:39:05,82
American Samoa,US,2020-11-01 04:39:05,0
Arizona,US,2020-11-01 04:39:05,5979
Arkansas,US,2020-11-01 04:39:05,1925
California,US,2020-11-01 04:39:05,17659
Colorado,US,2020-11-01 04:39:05,2285
Connecticut,US,2020-11-01 04:39:05,4616
Delaware,US,2020-11-01 04:39:05,708
Diamond Princess,US,2020-11-01 04:39:05,0
District of Columbia,US,2020-11-01 04:39:05,646
Florida,US,2020-11-01 04:39:05,16761
Georgia,US,2020-11-01 04:39:05,7979
Grand Princess,US,2020-11-01 04:39:05,3
Guam,US,2020-11-01 04:39:05,79
Hawaii,US,2020-11-01 04:39:05,219
Idaho,US,2020-11-01 04:39:05,629
Illinois,US,2020-11-01 04:39:05,9994
Indiana,US,2020-11-01 04:39:05,4332
Iowa,US,2020-11-01 04:39:05,1716
Kansas,US,2020-11-01 04:39:05,1025
Kentucky,US,2020-11-01 04:39:05,1485
Louisiana,US,2020-11-01 04:39:05,5919
Maine,US,2020-11-01 04:39:05,147
Maryland,US,2020-11-01 04:39:05,4147
Massachusetts,US,2020-11-01 04:39:05,9991
Michigan,US,2020-11-01 04:39:05,7699
Minnesota,US,2020-11-01 04:39:05,2511
Mississippi,US,2020-11-01 04:39:05,3334
Missouri,US,2020-11-01 04:39:05,3037
Montana,US,2020-11-01 04:39:05,375
Nebraska,US,2020-11-01 04:39:05,652
Nevada,US,2020-11-01 04:39:05,1773
New Hampshire,US,2020-11-01 04:39:05,483
New Jersey,US,2020-11-01 04:39:05,16350
New Mexico,US,2020-11-01 04:39:05,1018
New York,US,2020-11-01 04:39:05,33511
North Carolina,US,2020-11-01 04:39:05,4378
North Dakota,US,2020-11-01 04:39:05,524
Northern Mariana Islands,US,2020-11-01 04:39:05,2
Ohio,US,2020-11-01 04:39:05,5301
Oklahoma,US,2020-11-01 04:39:05,1337
Oregon,US,2020-11-01 04:39:05,689
Pennsylvania,US,2020-11-01 04:39:05,8800
Puerto Rico,US,2020-11-01 04:39:05,822
Rhode Island,US,2020-11-01 04:39:05,1201
South Carolina,US,2020-11-01 04:39:05,3935
South Dakota,US,2020-11-01 04:39:05,425
Tennessee,US,2020-11-01 04:39:05,3353
Texas,US,2020-11-01 04:39:05,18465
Utah,US,2020-11-01 04:39:05,604
Vermont,US,2020-11-01 04:39:05,58
Virgin Islands,US,2020-11-01 04:39:05,21
Virginia,US,2020-11-01 04:39:05,3654
Washington,US,2020-11-01 04:39:05,2366
West Virginia,US,2020-11-01 04:39:05,459
Wisconsin,US,2020-11-01 04:39:05,2031
Wyoming,US,2020-11-01 04:39:05,87
Alabama,US,2020-11-02 05:30:37,2973
Alaska,US,2020-11-02 05:30:37,83
American Samoa,US,2020-11-02 05:30:37,0
Arizona,US,2020-11-02 05:30:37,5979
Arkansas,US,2020-11-02 05:30:37,1958
California,US,2020-11-02 05:30:37,17671
Colorado,US,2020-11-02 05:30:37,2288
Connecticut,US,2020-11-02 05:30:37,4616
Delaware,US,2020-11-02 05:30:37,710
Diamond Princess,US,2020-11-02 05:30:37,0
District of Columbia,US,2020-11-02 05:30:37,646
Florida,US,2020-11-02 05:30:37,16789
Georgia,US,2020-11-02 05:30:37,7981
Grand Princess,US,2020-11-02 05:30:37,3
Guam,US,2020-11-02 05:30:37,79
Hawaii,US,2020-11-02 05:30:37,219
Idaho,US,2020-11-02 05:30:37,630
Illinois,US,2020-11-02 05:30:37,10075
Indiana,US,2020-11-02 05:30:37,4364
Iowa,US,2020-11-02 05:30:37,1733
Kansas,US,2020-11-02 05:30:37,1025
Kentucky,US,2020-11-02 05:30:37,1489
Louisiana,US,2020-11-02 05:30:37,5926
Maine,US,2020-11-02 05:30:37,147
Maryland,US,2020-11-02 05:30:37,4152
Massachusetts,US,2020-11-02 05:30:37,10013
Michigan,US,2020-11-02 05:30:37,7699
Minnesota,US,2020-11-02 05:30:37,2529
Mississippi,US,2020-11-02 05:30:37,3348
Missouri,US,2020-11-02 05:30:37,3038
Montana,US,2020-11-02 05:30:37,376
Nebraska,US,2020-11-02 05:30:37,654
Nevada,US,2020-11-02 05:30:37,1777
New Hampshire,US,2020-11-02 05:30:37,483
New Jersey,US,2020-11-02 05:30:37,16354
New Mexico,US,2020-11-02 05:30:37,1026
New York,US,2020-11-02 05:30:37,33535
North Carolina,US,2020-11-02 05:30:37,4383
North Dakota,US,2020-11-02 05:30:37,531
Northern Mariana Islands,US,2020-11-02 05:30:37,2
Ohio,US,2020-11-02 05:30:37,5303
Oklahoma,US,2020-11-02 05:30:37,1345
Oregon,US,2020-11-02 05:30:37,691
Pennsylvania,US,2020-11-02 05:30:37,8803
Puerto Rico,US,2020-11-02 05:30:37,832
Rhode Island,US,2020-11-02 05:30:37,1201
South Carolina,US,2020-11-02 05:30:37,3936
